air humidity (%);temperature level (F);pH
88,2;74,0;6,9
34,3;56,0;6,4
19,8;55,0;7,3
19,9;33,0;7,8
27,9;40,0;7,3
20,2;55,0;7,2
58,4;80,0;7,7
36,4;57,0;8,3
31,6;52,0;6,9
10,9;54,0;7,9
21,6;36,0;8,7
89,8;53,0;6,9
43,3;75,0;7,2
24,0;50,0;7,0
13,8;46,0;7,8
40,3;56,0;7,7
39,0;82,0;7,0
78,3;57,0;7,3
43,2;55,0;8,2
13,3;40,0;8,2
79,6;72,0;7,8
35,8;52,0;8,6
37,1;52,0;7,8
57,7;55,0;6,0
60,1;77,0;7,7
78,1;73,0;7,5
40,6;47,0;9,0
42,8;75,0;7,5
7,0;49,0;8,3
46,5;75,0;6,6
11,2;49,0;8,5
83,6;81,0;7,2
70,8;83,0;8,0
76,5;69,0;6,7
40,9;81,0;7,2
46,4;66,0;6,7
87,3;83,0;7,1
,5;48,0;8,1
15,6;37,0;7,3
34,9;37,0;9,0
89,2;79,0;7,9
18,1;72,0;8,2
70,0;79,0;6,3
62,1;63,0;6,4
31,0;32,0;7,6
70,2;69,0;7,7
59,4;71,0;6,2
46,1;79,0;7,9
25,8;53,0;6,1
28,7;35,0;7,5
42,4;34,0;7,8
10,2;51,0;7,8
57,8;54,0;7,5
49,2;66,0;6,2
46,0;33,0;8,5
85,9;59,0;7,3
88,2;82,0;6,3
24,4;35,0;8,4
47,5;62,0;6,1
45,5;33,0;8,9
45,2;49,0;8,5
84,0;79,0;6,8
48,0;33,0;8,8
25,9;48,0;7,5
1,1;55,0;8,3
43,5;82,0;7,9
46,6;69,0;7,9
37,4;51,0;7,4
22,2;47,0;7,1
52,1;56,0;7,1
23,2;60,0;7,5
29,9;37,0;7,8
33,6;74,0;6,3
81,6;68,0;7,0
32,4;52,0;7,6
24,8;54,0;8,5
15,4;40,0;7,8
83,2;61,0;7,9
40,7;45,0;7,7
48,3;40,0;8,9
61,1;67,0;6,6
42,3;37,0;8,9
39,1;80,0;7,7
6,0;73,0;7,3
34,3;38,0;7,7
32,1;51,0;8,3
32,5;81,0;6,7
28,3;51,0;7,1
49,9;56,0;7,7
70,6;73,0;6,0
51,4;79,0;7,7
41,4;80,0;6,6
15,4;43,0;7,3
78,0;84,0;7,0
86,2;58,0;6,4
31,2;47,0;8,1
82,7;58,0;6,5
40,5;81,0;7,1
55,3;37,0;7,6
85,2;83,0;6,9
49,0;55,0;7,1
81,8;84,0;6,6
34,8;70,0;7,9
77,9;69,0;7,8
68,1;55,0;6,6
60,1;82,0;7,5
16,9;33,0;7,4
78,0;69,0;7,9
19,1;35,0;8,9
13,7;52,0;8,7
38,1;52,0;7,4
36,5;52,0;7,3
6,2;33,0;8,4
63,5;58,0;7,9
38,7;55,0;7,1
31,9;76,0;7,3
,5;48,0;8,1
32,6;65,0;7,4
74,2;80,0;6,8
48,4;42,0;7,2
5,4;51,0;8,0
86,0;63,0;6,1
25,6;48,0;8,9
67,7;60,0;7,2
43,6;71,0;6,5
21,8;52,0;7,5
83,1;53,0;6,2
71,0;83,0;7,1
17,2;39,0;7,4
2,6;42,0;7,5
55,3;80,0;7,1
60,9;77,0;6,1
45,9;41,0;7,4
29,1;57,0;8,9
6,7;71,0;7,6
17,2;48,0;8,7
52,6;73,0;7,8
19,1;55,0;7,0
39,5;36,0;7,3
19,3;40,0;8,9
37,5;77,0;7,3
31,0;42,0;7,3
83,2;83,0;7,0
45,4;35,0;7,6
88,1;58,0;6,6
37,7;68,0;7,5
78,3;83,0;6,2
22,9;53,0;7,8
1,6;53,0;7,2
89,8;66,0;7,6
51,9;52,0;7,7
85,2;52,0;7,8
49,7;78,0;7,4
5,3;53,0;8,5
34,9;55,0;7,5
35,4;43,0;8,5
73,9;70,0;7,1
9,3;42,0;8,4
30,1;52,0;7,4
39,9;59,0;8,0
35,2;76,0;6,2
49,3;51,0;8,9
40,0;60,0;6,7
43,3;57,0;6,4
75,4;56,0;7,1
43,4;62,0;6,4
61,2;60,0;7,3
11,6;55,0;7,7
54,5;72,0;7,6
12,9;43,0;7,8
52,3;71,0;6,4
16,1;57,0;8,5
28,5;41,0;8,3
46,8;79,0;7,8
12,1;44,0;7,2
41,1;54,0;8,6
51,3;74,0;7,1
38,8;75,0;6,1
38,2;46,0;8,1
75,8;55,0;8,3
6,4;57,0;7,3
35,5;75,0;7,0
73,9;54,0;7,5
38,5;45,0;8,5
36,0;41,0;7,9
41,4;38,0;8,5
75,5;52,0;7,3
52,9;65,0;8,0
87,5;56,0;7,5
45,3;45,0;7,0
85,4;76,0;7,4
81,5;51,0;7,6
33,9;78,0;6,8
67,6;67,0;6,4
41,5;56,0;6,8
29,8;36,0;7,5
27,3;46,0;8,4
6,4;58,0;7,7
13,2;55,0;7,4
81,7;78,0;7,1
32,2;64,0;6,9
82,9;61,0;7,3
46,0;37,0;7,3
76,3;71,0;7,3
27,7;59,0;8,4
56,8;83,0;6,3
34,0;84,0;7,3
4,0;35,0;7,5
18,7;54,0;8,3
79,2;51,0;6,8
75,3;52,0;8,2
72,0;53,0;7,0
56,3;81,0;6,4
81,1;62,0;7,5
42,6;38,0;8,1
34,0;60,0;7,5
31,4;81,0;7,6
41,8;42,0;7,6
53,7;56,0;7,8
48,5;38,0;8,9
43,6;61,0;7,1
67,3;53,0;6,0
22,7;51,0;8,7
75,3;73,0;7,2
79,5;73,0;6,8
45,3;35,0;7,2
43,5;45,0;7,8
18,1;57,0;7,5
25,3;50,0;7,8
71,6;72,0;7,4
69,5;51,0;7,0
57,4;52,0;7,4
21,3;35,0;7,3
28,9;48,0;7,8
33,4;53,0;7,4
73,4;62,0;7,3
80,4;51,0;7,6
36,4;45,0;7,5
50,1;59,0;7,7
41,8;32,0;8,0
42,6;40,0;7,8
59,2;74,0;6,4
31,6;48,0;7,4
42,8;39,0;7,7
20,0;56,0;7,4
44,9;58,0;6,1
80,5;77,0;7,1
10,6;56,0;8,1
34,0;70,0;6,0
29,1;49,0;8,3
33,2;82,0;7,7
24,8;55,0;7,6
61,4;34,0;7,3
47,3;43,0;8,1
24,1;40,0;7,5
46,4;73,0;6,1
44,6;38,0;7,4
87,4;71,0;7,7
10,3;32,0;7,6
7,4;52,0;7,5
58,4;70,0;6,1
17,2;49,0;8,1
4,2;55,0;8,2
77,4;61,0;6,4
58,7;66,0;6,5
35,7;76,0;7,2
51,6;68,0;7,7
34,3;79,0;7,8
15,2;52,0;7,1
27,6;46,0;7,5
26,4;43,0;8,6
42,3;37,0;8,0
11,2;50,0;8,8
13,6;53,0;7,7
38,9;77,0;7,7
30,1;42,0;7,8
5,2;56,0;8,4
26,8;33,0;6,2
75,1;55,0;7,9
41,3;50,0;7,6
40,9;63,0;6,8
27,1;51,0;8,7
38,4;68,0;6,4
43,5;63,0;6,9
35,9;47,0;7,5
34,6;36,0;6,9
68,5;62,0;7,0
39,9;35,0;8,7
6,6;39,0;8,3
33,8;42,0;8,6
4,3;39,0;8,5
24,8;42,0;8,8
31,6;39,0;8,8
,3;55,0;8,5
35,2;81,0;7,4
3,9;58,0;7,4
22,9;59,0;8,9
49,2;37,0;8,8
71,9;76,0;6,5
49,6;56,0;7,4
88,6;71,0;6,7
75,8;64,0;7,6
89,3;35,0;6,5
73,4;61,0;7,1
39,6;47,0;7,4
30,5;52,0;8,9
11,2;50,0;7,2
36,5;37,0;7,9
21,8;57,0;7,6
54,5;66,0;7,7
62,8;68,0;6,1
18,3;46,0;8,5
45,3;54,0;6,4
9,9;46,0;7,9
58,7;81,0;6,2
48,6;34,0;7,5
57,3;53,0;7,4
16,5;40,0;8,0
5,8;43,0;7,5
71,1;73,0;6,9
28,7;47,0;8,6
43,9;77,0;6,8
43,9;53,0;8,9
40,2;63,0;7,6
47,9;63,0;6,4
22,5;48,0;8,2
2,8;32,0;8,9
64,2;81,0;6,8
47,2;68,0;6,7
46,1;79,0;6,1
41,1;56,0;7,2
38,7;46,0;7,3
40,3;65,0;6,4
1,8;50,0;7,9
41,6;54,0;7,2
52,6;59,0;6,4
25,5;54,0;7,3
64,5;62,0;7,8
64,8;77,0;7,5
36,3;46,0;8,2
64,4;66,0;7,9
21,4;37,0;8,3
39,4;33,0;8,2
5,2;49,0;7,2
32,2;38,0;8,7
63,8;65,0;7,8
10,5;51,0;8,7
51,7;59,0;8,6
19,7;42,0;7,2
88,0;50,0;7,3
76,0;82,0;6,9
39,9;51,0;7,9
51,7;62,0;6,8
51,9;77,0;6,5
4,8;53,0;8,0
48,3;36,0;8,6
67,7;60,0;7,4
51,3;41,0;8,1
13,4;63,0;8,3
51,6;63,0;7,1
48,3;67,0;6,3
6,4;50,0;8,7
28,5;39,0;7,4
14,7;44,0;7,3
70,1;58,0;7,9
5,0;52,0;7,5
5,5;52,0;8,0
43,3;57,0;8,5
64,5;75,0;7,9
60,1;56,0;7,2
2,8;48,0;8,9
69,1;54,0;7,0
41,4;56,0;8,3
36,6;54,0;7,9
60,1;59,0;7,5
51,1;64,0;8,0
14,9;41,0;8,1
69,2;56,0;7,2
85,9;73,0;6,1
24,6;52,0;8,6
22,6;44,0;7,8
49,6;77,0;6,4
42,6;32,0;7,5
35,7;56,0;7,2
38,5;48,0;8,0
56,1;58,0;6,7
48,5;75,0;7,0
85,1;72,0;6,1
52,8;78,0;6,0
74,9;78,0;6,2
75,8;51,0;7,7
87,1;75,0;7,3
41,7;56,0;8,4
70,5;81,0;7,0
22,9;43,0;7,9
58,6;71,0;6,7
29,6;55,0;7,4
51,9;56,0;7,3
25,8;47,0;8,0
88,6;51,0;8,0
31,3;40,0;6,8
69,2;67,0;7,2
8,0;75,0;8,7
49,4;59,0;8,5
33,1;50,0;7,5
14,6;43,0;8,9
8,5;55,0;8,0
12,8;71,0;6,8
28,5;52,0;8,7
42,1;33,0;8,8
24,7;72,0;7,4
24,5;33,0;8,2
24,0;82,0;6,8
31,1;45,0;7,7
57,4;81,0;7,6
31,5;38,0;7,5
10,5;38,0;8,0
32,9;40,0;7,7
40,9;48,0;7,9
70,4;81,0;6,8
38,4;34,0;7,2
75,1;51,0;7,9
21,0;83,0;8,3
36,0;51,0;8,7
12,7;82,0;6,9
36,3;47,0;8,4
37,0;57,0;7,4
38,0;72,0;7,6
75,3;70,0;6,5
3,3;43,0;8,0
10,4;47,0;7,4
47,0;75,0;7,4
20,2;58,0;7,2
85,9;56,0;7,7
31,3;58,0;7,7
82,1;51,0;6,2
80,9;56,0;6,9
4,4;55,0;7,1
1,4;52,0;7,6
7,2;57,0;7,1
11,9;49,0;7,4
31,9;49,0;8,0
33,5;52,0;7,6
47,5;80,0;6,1
36,1;71,0;7,3
18,2;49,0;8,7
48,0;81,0;7,2
11,2;39,0;8,4
23,7;49,0;7,7
4,6;37,0;9,0
32,8;57,0;7,5
7,3;34,0;7,3
66,8;74,0;7,6
31,4;72,0;6,3
22,7;42,0;8,7
32,5;37,0;8,3
72,2;70,0;6,1
66,0;77,0;6,8
60,5;82,0;6,3
72,6;57,0;6,6
22,7;45,0;7,9
20,6;48,0;8,1
19,9;33,0;8,8
39,0;55,0;8,8
8,8;50,0;7,9
31,2;61,0;6,7
41,4;40,0;7,0
4,1;39,0;8,3
32,1;60,0;6,0
31,9;55,0;7,3
18,9;57,0;7,6
11,3;45,0;8,2
33,2;46,0;7,1
36,1;63,0;7,8
49,6;53,0;8,1
32,9;49,0;7,7
17,0;53,0;8,9
37,6;77,0;8,0
27,1;64,0;7,1
28,6;41,0;7,9
43,0;82,0;7,7
45,8;62,0;7,5
26,8;56,0;7,8
34,8;41,0;8,2
64,7;58,0;7,5
81,2;73,0;7,0
19,3;33,0;7,1
44,9;35,0;7,5
37,6;71,0;6,2
50,0;56,0;6,6
74,8;83,0;6,9
41,8;51,0;7,4
21,6;44,0;7,0
5,2;35,0;8,0
43,9;41,0;6,3
14,2;33,0;7,0
30,0;41,0;8,8
49,1;82,0;7,7
34,5;79,0;7,3
62,5;60,0;7,2
4,8;33,0;8,0
82,5;74,0;7,7
19,9;49,0;8,9
55,0;65,0;7,6
65,9;82,0;7,9
34,8;51,0;8,3
31,5;56,0;8,5
44,9;50,0;7,4
30,7;44,0;8,6
25,3;47,0;8,3
72,9;69,0;6,9
41,6;65,0;7,6
12,9;43,0;7,3
51,6;79,0;7,1
80,0;62,0;7,8
39,2;42,0;8,6
58,3;82,0;7,9
33,9;60,0;6,9
30,2;58,0;7,2
46,7;43,0;6,0
43,3;79,0;6,5
37,1;52,0;6,6
53,0;72,0;6,6
64,5;61,0;7,1
8,8;50,0;8,7
67,1;55,0;6,8
18,7;54,0;7,6
16,0;56,0;7,9
47,0;33,0;8,6
51,9;65,0;6,5
87,6;84,0;7,7
27,1;53,0;8,3
77,1;32,0;7,2
9,2;37,0;8,9
47,4;53,0;7,2
39,9;74,0;7,7
40,2;38,0;8,3
88,6;80,0;6,6
43,1;40,0;8,3
10,2;56,0;8,0
65,1;57,0;6,9
42,3;63,0;7,5
11,4;45,0;8,4
,7;43,0;7,9
44,7;82,0;6,7
16,1;43,0;8,7
19,6;43,0;8,4
33,7;53,0;6,6
13,2;38,0;7,3
20,3;46,0;7,5
73,6;59,0;7,4
86,6;69,0;7,0
86,0;56,0;7,1
53,9;53,0;7,7
30,0;50,0;8,3
46,7;37,0;7,1
8,9;48,0;7,2
33,7;36,0;8,5
32,7;58,0;6,8
69,8;50,0;6,7
71,1;69,0;7,3
73,4;74,0;6,8
25,8;57,0;7,5
70,6;68,0;6,9
33,7;56,0;6,8
23,2;32,0;8,1
46,7;73,0;7,9
62,4;73,0;7,8
36,7;38,0;8,8
42,9;69,0;7,9
31,2;56,0;8,1
35,7;78,0;7,8
78,4;65,0;8,0
79,2;62,0;7,6
76,8;75,0;7,5
63,0;71,0;6,1
4,1;43,0;9,0
19,1;35,0;8,0
80,8;58,0;6,4
81,3;62,0;6,3
86,6;43,0;7,4
40,8;34,0;8,8
64,4;57,0;6,3
69,9;54,0;6,8
76,1;70,0;6,1
47,7;55,0;7,9
6,8;63,0;7,0
46,5;41,0;7,7
40,2;52,0;6,7
48,7;52,0;7,6
50,4;54,0;7,1
14,2;43,0;8,2
2,2;40,0;8,8
45,6;53,0;7,7
47,2;34,0;7,2
43,5;68,0;6,1
64,0;61,0;8,7
29,5;43,0;8,5
21,0;59,0;8,2
31,6;77,0;7,1
18,3;48,0;8,6
39,9;56,0;8,0
20,8;70,0;7,9
42,6;51,0;7,2
49,1;81,0;7,6
9,7;49,0;7,0
62,2;54,0;7,1
49,1;53,0;7,1
62,6;81,0;6,6
35,2;68,0;6,0
48,7;52,0;8,9
10,2;42,0;7,6
20,8;40,0;8,6
68,8;82,0;6,2
5,0;41,0;7,8
22,8;37,0;8,1
28,7;56,0;8,0
42,1;40,0;8,6
35,2;70,0;7,9
6,1;51,0;7,3
40,7;81,0;6,3
31,8;61,0;7,2
45,9;40,0;8,0
38,6;54,0;7,7
89,4;65,0;7,9
35,7;68,0;6,7
11,7;49,0;7,7
36,6;66,0;6,1
44,7;76,0;6,1
73,2;67,0;6,6
61,1;55,0;7,4
30,8;76,0;6,7
2,6;37,0;9,0
29,9;45,0;8,3
84,4;77,0;6,6
79,5;64,0;7,4
4,7;40,0;7,0
41,3;78,0;6,0
3,9;35,0;8,7
32,7;41,0;8,8
56,1;52,0;6,1
67,0;64,0;6,3
36,7;52,0;7,2
18,5;70,0;8,6
10,7;40,0;8,3
42,4;37,0;7,2
61,4;70,0;7,0
62,5;67,0;8,3
28,1;56,0;8,5
35,2;74,0;7,4
18,0;57,0;7,8
37,4;76,0;7,9
34,2;43,0;8,8
4,1;40,0;7,9
35,6;59,0;7,3
24,1;48,0;8,1
59,4;59,0;7,8
3,9;42,0;7,9
44,3;57,0;8,8
65,8;83,0;7,2
31,7;35,0;7,2
48,1;51,0;7,1
45,7;51,0;6,7
81,1;56,0;6,8
10,4;33,0;7,8
23,2;52,0;8,8
18,3;59,0;8,5
14,6;54,0;7,7
53,0;62,0;7,9
78,0;75,0;7,3
69,2;64,0;6,1
34,9;56,0;7,8
69,6;70,0;7,8
34,9;63,0;7,2
21,2;50,0;7,5
78,1;84,0;7,3
18,7;52,0;7,8
44,1;71,0;6,8
15,3;32,0;8,3
54,9;54,0;6,9
44,8;47,0;7,8
49,9;43,0;7,9
36,9;83,0;8,5
78,0;65,0;8,3
50,8;81,0;6,0
75,2;82,0;7,6
81,3;67,0;7,6
48,8;57,0;6,7
50,4;52,0;6,7
84,5;80,0;7,7
33,8;61,0;7,1
19,6;37,0;7,6
74,1;61,0;8,6
28,6;53,0;7,7
14,4;42,0;8,9
40,9;82,0;6,3
75,8;71,0;6,5
79,5;62,0;6,3
13,3;33,0;7,4
74,1;83,0;6,1
34,2;60,0;6,9
41,1;42,0;6,3
67,8;71,0;6,0
71,8;53,0;6,7
84,7;53,0;6,8
27,8;50,0;8,8
48,3;75,0;6,2
31,8;37,0;8,8
38,7;62,0;7,3
65,1;74,0;7,6
42,6;81,0;6,9
33,9;65,0;7,2
87,7;62,0;7,1
78,9;56,0;7,1
39,9;52,0;6,6
24,0;35,0;9,0
64,7;81,0;7,8
73,5;51,0;8,0
38,3;36,0;7,6
26,8;36,0;7,4
37,4;84,0;6,3
19,3;51,0;7,8
33,9;74,0;7,1
54,9;59,0;8,7
75,6;66,0;7,8
52,0;67,0;8,0
25,9;55,0;7,9
22,8;51,0;8,4
86,7;84,0;7,7
44,0;52,0;8,1
36,7;53,0;6,3
67,6;82,0;6,6
66,9;84,0;7,8
71,7;71,0;6,2
41,6;79,0;7,1
47,1;49,0;8,7
23,2;58,0;8,3
32,7;44,0;8,3
25,8;38,0;7,7
50,3;59,0;6,9
60,3;77,0;7,7
87,0;83,0;6,2
14,6;41,0;7,9
28,2;64,0;8,3
56,4;68,0;7,2
35,9;81,0;6,5
20,2;41,0;7,5
50,5;60,0;6,3
44,3;46,0;7,0
48,7;57,0;8,8
22,0;58,0;7,2
28,3;44,0;8,6
51,6;80,0;6,1
87,8;53,0;7,5
5,3;52,0;7,8
17,5;33,0;8,3
63,8;53,0;7,6
30,0;42,0;7,1
35,2;54,0;7,2
18,4;48,0;8,7
2,7;38,0;7,1
58,7;70,0;7,7
37,2;50,0;6,1
42,1;54,0;7,5
71,3;64,0;6,4
58,4;73,0;6,4
6,0;35,0;6,5
24,2;42,0;9,0
37,4;69,0;7,1
16,8;57,0;8,4
44,7;80,0;7,8
65,7;60,0;7,6
35,8;55,0;8,1
66,6;74,0;8,0
25,6;58,0;8,7
79,8;57,0;7,8
26,4;55,0;7,9
8,7;34,0;8,5
6,4;48,0;7,7
38,9;55,0;8,1
85,3;76,0;7,4
10,2;41,0;8,5
75,7;72,0;6,8
46,1;61,0;6,3
47,5;69,0;7,5
6,7;44,0;8,2
34,4;46,0;8,7
72,5;57,0;7,1
37,1;48,0;8,2
39,9;38,0;7,8
49,0;33,0;8,3
89,8;72,0;7,3
13,2;32,0;7,1
18,2;52,0;8,6
39,4;82,0;8,0
40,0;65,0;6,3
82,0;77,0;6,4
50,0;72,0;6,9
7,1;39,0;7,4
89,7;52,0;6,7
44,8;59,0;7,9
39,3;56,0;7,5
59,4;34,0;6,7
66,1;59,0;6,8
79,7;62,0;6,9
45,2;50,0;7,7
50,1;67,0;7,4
29,3;43,0;8,6
41,3;42,0;7,0
33,3;34,0;7,9
37,4;59,0;8,5
68,0;81,0;7,7
82,1;67,0;6,3
83,2;56,0;6,2
52,9;72,0;6,1
57,1;64,0;6,4
69,7;66,0;7,4
63,9;82,0;6,3
11,9;44,0;8,5
30,7;50,0;7,9
46,0;76,0;7,5
51,2;75,0;6,2
88,5;60,0;6,3
73,2;45,0;6,7
43,2;77,0;7,3
12,6;42,0;7,6
25,0;42,0;8,5
20,2;56,0;8,0
75,9;75,0;6,6
37,2;37,0;7,2
28,4;41,0;8,8
35,4;78,0;7,4
82,2;54,0;6,1
82,5;57,0;6,3
16,7;51,0;8,2
46,9;61,0;7,7
68,8;54,0;8,0
34,2;42,0;8,0
30,7;68,0;7,6
14,2;57,0;8,7
58,4;79,0;6,8
28,6;46,0;7,9
1,7;51,0;8,8
17,1;55,0;8,4
48,0;42,0;7,8
47,9;63,0;6,8
49,7;69,0;7,5
42,1;83,0;8,4
86,4;67,0;6,6
6,0;38,0;8,5
60,0;78,0;7,1
2,7;57,0;8,9
19,2;57,0;7,2
19,3;36,0;8,6
69,1;75,0;7,7
85,5;80,0;7,5
34,0;84,0;6,7
76,9;59,0;7,0
48,2;55,0;7,4
69,0;43,0;8,0
33,9;43,0;7,2
7,1;32,0;8,9
34,8;56,0;7,6
30,3;80,0;6,0
40,4;34,0;7,5
48,9;48,0;7,5
80,6;58,0;6,6
28,3;53,0;7,4
28,1;39,0;7,3
84,8;56,0;8,0
31,6;43,0;7,8
41,6;57,0;6,5
20,5;56,0;7,8
5,0;47,0;7,9
30,4;38,0;7,2
59,6;69,0;7,0
9,1;43,0;7,0
81,5;62,0;6,1
53,7;52,0;6,4
64,7;55,0;7,0
3,7;52,0;7,2
79,1;64,0;6,2
18,7;42,0;7,4
50,3;74,0;8,0
26,6;50,0;7,9
48,9;41,0;8,4
12,0;32,0;7,6
73,7;59,0;6,8
3,8;49,0;7,3
83,8;58,0;7,5
75,9;57,0;7,7
5,7;55,0;6,6
31,4;40,0;8,3
83,4;74,0;7,3
,9;47,0;8,0
11,4;56,0;8,0
61,6;74,0;6,7
4,5;49,0;8,5
88,4;75,0;8,3
26,1;46,0;6,5
46,3;58,0;6,0
33,2;79,0;6,2
18,4;42,0;9,0
50,4;77,0;6,4
27,7;51,0;8,0
48,3;42,0;8,1
89,7;61,0;7,0
11,5;41,0;8,4
15,5;36,0;7,9
40,8;81,0;7,4
47,6;71,0;6,5
29,4;46,0;8,3
4,3;48,0;6,8
46,8;82,0;7,8
38,0;48,0;7,2
20,9;43,0;7,3
85,4;41,0;7,4
84,2;74,0;7,8
17,9;47,0;7,4
58,6;58,0;6,2
37,7;63,0;7,2
78,0;55,0;6,3
81,0;72,0;6,1
60,6;54,0;7,6
50,9;81,0;6,4
46,9;39,0;7,3
7,8;82,0;6,2
43,6;60,0;7,9
48,8;76,0;7,3
78,2;72,0;6,8
68,2;64,0;6,0
38,2;50,0;7,3
23,4;51,0;7,7
49,2;37,0;9,0
26,6;77,0;8,1
32,9;73,0;7,5
31,2;54,0;7,0
25,5;51,0;7,1
43,0;81,0;7,8
29,1;82,0;8,0
57,3;81,0;7,4
87,3;83,0;7,7
88,7;57,0;6,7
14,8;76,0;7,2
27,5;46,0;7,3
66,5;73,0;6,7
62,3;50,0;8,8
54,4;68,0;6,6
47,5;50,0;8,3
51,3;69,0;7,9
16,0;41,0;8,4
37,1;71,0;6,0
2,6;41,0;8,3
,4;39,0;8,5
36,9;32,0;8,4
42,5;63,0;6,3
21,1;51,0;8,8
70,3;71,0;7,9
5,9;72,0;8,0
74,5;36,0;6,6
46,0;45,0;7,9
33,9;42,0;7,6
16,1;53,0;8,5
56,2;74,0;6,0
45,2;62,0;8,0
85,4;69,0;6,4
8,0;34,0;8,8
86,1;63,0;6,3
18,4;56,0;8,0
13,5;46,0;8,9
45,9;51,0;8,0
46,4;56,0;8,3
37,8;74,0;8,2
77,3;52,0;7,1
78,8;65,0;7,0
30,2;79,0;6,6
52,5;73,0;7,5
46,0;61,0;6,6
44,0;34,0;8,8
16,6;78,0;6,4
36,4;53,0;7,3
63,5;57,0;7,6
83,2;59,0;7,1
49,8;61,0;7,9
19,6;38,0;7,6
83,6;52,0;6,2
30,5;47,0;8,8
28,3;52,0;7,3
43,2;65,0;7,4
57,7;68,0;6,0
39,9;53,0;8,3
37,7;73,0;6,2
9,8;53,0;7,6
88,5;58,0;7,0
64,7;66,0;7,4
55,6;68,0;6,6
12,0;56,0;7,8
15,6;36,0;8,4
48,6;40,0;7,4
34,9;61,0;6,6
8,5;57,0;7,4
42,8;38,0;7,7
86,1;56,0;7,1
67,1;67,0;7,9
73,5;73,0;7,3
43,3;69,0;6,5
44,3;66,0;7,9
39,5;47,0;8,8
52,1;66,0;6,3
46,8;44,0;8,2
30,9;55,0;7,8
84,8;52,0;7,8
8,8;38,0;8,9
5,8;55,0;8,9
9,0;45,0;8,6
33,5;57,0;8,8
41,5;52,0;7,3
21,8;51,0;8,3
66,0;41,0;8,8
35,6;48,0;7,1
47,3;83,0;7,5
,0;36,0;8,9
35,9;57,0;8,2
46,8;55,0;8,4
32,6;69,0;6,2
49,6;78,0;7,3
6,4;54,0;7,4
87,9;77,0;7,9
6,8;65,0;8,1
38,7;83,0;7,3
43,7;35,0;8,0
19,6;53,0;8,9
1,4;32,0;8,1
83,7;82,0;7,5
73,6;53,0;6,6
81,2;65,0;7,0
87,6;77,0;7,9
10,8;56,0;8,0
19,8;50,0;8,0
20,6;57,0;7,0
11,2;38,0;9,0
62,3;76,0;6,3
44,5;53,0;7,5
76,6;52,0;6,2
36,0;53,0;7,0
12,7;43,0;7,7
3,1;76,0;9,0
43,6;48,0;8,0
10,4;50,0;8,4
35,2;52,0;8,9
48,3;57,0;6,4
44,1;82,0;7,7
45,8;51,0;7,0
5,7;45,0;8,9
34,2;56,0;6,8
79,6;60,0;6,9
7,2;42,0;6,6
67,5;84,0;7,6
34,8;71,0;6,2
36,8;54,0;8,1
9,5;40,0;8,8
38,6;82,0;8,9
46,3;74,0;7,6
84,5;68,0;7,7
57,1;52,0;7,8
17,7;38,0;8,1
19,5;38,0;7,9
35,1;50,0;8,1
51,3;51,0;6,6
50,0;67,0;7,5
18,5;47,0;7,1
35,8;84,0;7,3
3,0;38,0;8,7
26,0;47,0;7,0
42,4;53,0;7,8
2,2;54,0;8,7
,6;39,0;8,6
72,2;32,0;6,8
59,5;60,0;7,1
79,2;78,0;6,9
64,4;59,0;7,9
44,1;81,0;7,5
35,6;42,0;7,1
26,7;83,0;7,9
24,5;60,0;9,0
21,8;55,0;7,3
64,4;68,0;7,4
39,7;38,0;8,7
8,5;55,0;8,6
65,5;64,0;6,2
19,0;49,0;9,0
50,1;72,0;7,1
89,9;71,0;7,5
63,6;83,0;7,1
55,5;74,0;7,1
36,0;80,0;6,2
5,5;47,0;7,2
44,7;83,0;6,3
61,6;68,0;7,4
45,4;35,0;7,2
42,3;66,0;7,8
81,2;65,0;7,3
46,1;54,0;9,0
67,1;32,0;8,5
46,3;41,0;7,3
43,4;52,0;8,0
34,0;45,0;8,6
35,0;60,0;6,3
75,1;82,0;6,1
40,5;46,0;8,5
72,4;71,0;8,1
49,2;53,0;8,2
10,9;47,0;8,4
42,2;52,0;8,8
39,9;56,0;7,0
38,6;51,0;7,1
40,7;50,0;8,9
45,0;46,0;8,6
67,6;63,0;7,4
77,2;51,0;7,2
52,2;70,0;6,1
40,9;36,0;8,5
20,8;40,0;7,9
45,7;73,0;6,0
68,3;53,0;7,5
64,4;55,0;7,4
7,6;56,0;7,5
52,2;83,0;6,9
43,9;67,0;7,6
34,5;33,0;8,3
15,6;40,0;7,2
89,2;75,0;6,2
15,9;34,0;7,1
17,4;37,0;7,8
57,7;66,0;8,1
56,6;55,0;7,6
37,8;38,0;6,6
22,7;48,0;8,6
41,4;84,0;7,7
31,5;62,0;7,2
26,3;53,0;7,0
55,8;79,0;6,1
17,5;64,0;8,9
6,2;48,0;8,9
79,8;67,0;8,0
7,6;55,0;7,0
37,2;33,0;8,1
13,7;52,0;8,9
2,2;52,0;8,8
1,4;33,0;8,1
74,2;39,0;6,7
25,5;46,0;8,1
67,2;68,0;6,0
31,8;55,0;8,1
58,6;56,0;6,5
64,7;53,0;6,1
10,8;48,0;7,3
33,9;46,0;7,0
6,6;47,0;7,7
66,5;64,0;7,1
39,1;40,0;8,8
56,0;76,0;6,4
60,2;71,0;6,7
44,0;42,0;7,5
19,6;69,0;7,6
